IDD;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;Einheitstitel;Alternativtitel;Umfang;Format;Sprache;Anmerkung;USTC_Subject;Verfasser_a;GND_a;Titel_a;Verfasser_b;GND_b;Titel_b;Verfasser_c;GND_c;Titel_c;anmerkung_ort;Druckort;gnd_Ort;Land;gnd_Land;anmerkung_ort_b;Druckort_b;gnd_Ort_b;Land_b;gnd_Land_b
IDD-371;M35893;ie00169300;null;null;null;998963;null;(1) Expositio Psalmorum cum eorum virtutibus (ISTC) (2) Psalm. Expositio psalmorum. (GW);null;ff. [20];8°;Latein;Signaturen a-b10;Religious;Antonin von Florenz, Antoninus Pierozzi;118897489;Trialogus super evangelio de duobus discipulis euntibus in Emmaus;null;null;null;null;null;null;null;Mailand;4037100-1;Italien;XA-IT;null;null;null;null;null
IDD-372;4291;ib00616000;null;null;null;999281;Schreckenberg III (1994) 382-387. Floerken 22-23;Biblia Lateina;Biblia Lateina (cum postillis Nicolai de Lyra et expositionibus Guillelmi Britonis in omnes prologos S. Hieronymi et additionibus Pauli Burgensis replicisque Matthiae Doering). Ed: Paulus a Mercatello. With additions by Franciscus Moneliensis. Add: Nicolaus de Lyra, Contra perfidiam Judaeorum;ff. (1107);2°;Latein;"Sammelwerk; 1. Antijüdische Schrift; Gosselin 37 , HC 3168; mit Paulus Burgensis (GND 119105144), Additiones; mit Matthias Doering (GND 100964664), (1) Replik (2) Defensorium postillae Nicolai de Lyracontra Paulum Burgensem; mit (1) Guillaume Breton (2) William Brito ((1) GND 102482799 (2) GND 11884038X), Expositio (vocabulorum bibliae); mit Nicolaus de Lyra (GND 119238683), Postilla";Religious;null;null;(1) Expositio Psalmorum cum eorum virtutibus (ISTC) (2) Psalm. Expositio psalmorum. (GW);null;null;null;null;null;null;null;Venedig;4062501-1;Italien;XA-IT;null;null;null;null;null
IDD-373;4287;ib00612000;B-447;null;null;999282;Schreckenberg III (1994) 382-387. Floerken 22-23;Biblia Lateina;Biblia Lateina (cum postillis Nicolai de Lyra et expositionibus Guillelmi Britonis in omnes prologos S. Hieronymi et additionibus Pauli Burgensis replicisque Matthiae Doering). Nicolaus de Lyra: Contra perfidiam Judaeorum;ff. (1361);2°;Latein;"Sammelwerk; Signaturen: a–c8 d–f10 g8 h11 ik10 l8 m–yaa–ll10 mm8 nn–xx10 yy12 A–I10 k8 1–8 10 9; ISTC-Anmerkungen: In three parts. Parts I and II are undated. Part III is dated 1482, and the Additiones of Paulus Burgensis 1483. The Additiones, although often found with the Bible, are not included in its printed register, and are entered separately by Proctor and BMC. 1. Antijüdische Schrift; Gosselin 35 , HC 3167; mit Paulus Burgensis (GND 119105144), Additiones; mit Matthias Doering (GND 100964664), (1) Replik (2) Defensorium postillae Nicolai de Lyracontra Paulum Burgensem; mit (1) Guillaume Breton (2) William Brito ((1) GND 102482799 (2) GND 11884038X), Expositio (vocabulorum bibliae); mit Nicolaus de Lyra (GND 119238683), Postilla";Religious;Nicolaus de Lyra;119238683;(1) Contra perfidiam Judaeorum (2) Quaestio de probatione per scripturas a Judaeis receptas;null;null;null;null;null;null;null;Venedig;4062501-1;Italien;XA-IT;null;null;null;null;null
IDD-374;4286;ib00611000;null;null;null;999283;Schreckenberg III (1994) 382-387. Floerken 22-23;Biblia Lateina;Biblia Lateina (cum postillis Nicolai de Lyra et expositionibus Guillelmi Britonis in omnes prologos S. Hieronymi et additionibus Pauli Burgensis replicisque Matthiae Doering).;ff. (1571);2°;Latein;"Sammelwerk; 1. Antijüdische Schrift; Gosselin 24 ?; Gosselin 26 , HC 3164; mit Paulus Burgensis (GND 119105144), Additiones; mit Matthias Doering (GND 100964664), (1) Replik (2) Defensorium postillae Nicolai de Lyracontra Paulum Burgensem; mit (1) Guillaume Breton (2) William Brito ((1) GND 102482799 (2) GND 11884038X), Expositio (vocabulorum bibliae); mit Nicolaus de Lyra (GND 119238683), Postilla";Religious;Nicolaus de Lyra;119238683;(1) Contra perfidiam Judaeorum (2) Quaestio de probatione per scripturas a Judaeis receptas;null;null;null;null;null;null;null;Venedig;4062501-1;Italien;XA-IT;null;null;null;null;null
IDD-375;4283;ib00608000;B-473;null;null;999284;Schreckenberg III (1994) 382-387. Floerken 22-23;Biblia Lateina;(1) Biblia Lateina (cum glossa ordinaria Walafridi Strabonis aliorumque et interlineari Anselmi Laudunensis et cum postillis Nicolai de Lyra expositionibusque Guillelmi Britonis in omnes prologos S. Hieronymi). Add: Nicolaus de Lyra: Contra perfidiam Judaeorum. Ed: Bernardinus Gadolus, Eusebius Hispanus, and Secundus Contarenus;ff. (1512);2°;Latein;"Sammelwerk; 1. Antijüdische Schrift; Gosselin 42 , HC 3174; ÖNB (https://data.onb.ac.at/rec/AC07507525) gibt als Titel an: ""Biblia : Mit Glossa ordinaria, ""Postilla litteralis"" von Nicolaus de Lyra, ""Expositiones prologorum"" von Guilelmus Brito. - Widmungsbrief an Kardinal Francesco Todeschini-Piccolomini, Murano, 25.1.1495. Hrsg. Bernardinus Gadolus, Eusebius Hispanus und Secundus Contarenus. Mit Privileg. Weitere Titel: Gadolus, Bernardinus: De libris bibliae canonicis et non canonicis. Als Anhang ""Translatores bibliae"". - Nicolaus de Lyra: Contra perfidiam Judaeorum; Probatio incarnationis divinae personae""";Religious;Nicolaus de Lyra;119238683;(1) Contra perfidiam Judaeorum (2) Quaestio de probatione per scripturas a Judaeis receptas;null;null;null;null;null;null;null;Venedig;4062501-1;Italien;XA-IT;null;null;null;null;null
IDD-376;5919;ic00062000;null;null;null;999664;null;Mors et apotheosis Simonis infantis novi martyris;Mors et apotheosis Simonis infantis novi martyris. Add: Raphael Zovenzonius: In Simonem martyrem carmina duo;ff. 8;4°;Latein;"Signaturen A8; betrifft den Ritualmord an Simon von Trient; gedruckt mit Gaius Valerius Catullus (GND 118519719), Carmina; Tibullus (GND 11862251X), Elegiae. Propertius (GND 118596764), Elegiae. Statius (GND 118798502), Silvae. Hain 4760";null;Johannes Calphurnius;123089573;Mors et apotheosis Simonis infantis novi martyris;Raphael Zovenzonius;12907649X;In Simonem martyrem carmina duo;null;null;null;null;Trient;4078405-8;Italien, Trentino-Südtirol;XA-IT-32;null;null;null;null;null
IDD-377;null;null;null;null;P 2297;2212518;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Zu Lob und Ehre;In Laudum et honorem illustrissimi Maximique principis et domini Maximiliani dei gratia Romanorum;ff. [22];4°;Latein;null;Literature;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;null;null;null;null;null;null;null;Köln;4031483-2;Deutschland, Nordrhein-Westfalen;XA-DE-NW;null;null;null;null;null
IDD-378;null;null;null;null;B 5605;2213068;null;Benedicite judeorum uti soliti sut ante et post cibi suptionem Benedicere et gratias agere deo egregio doctore thoma murner Argentinensi ordinis minorum interprete.;Der iuden Benedicite wie sy Gott den herren Loben, und im umb die speys Danck?;ff. [4];4°;Deutsch;Übersetzung ins Deutsche?;Religious;Thomas Murner;118585886;Benedicite judeorum uti soliti sut ante et post cibi suptionem Benedicere et gratias agere deo egregio doctore thoma murner Argentinensi ordinis minorum interprete.;null;null;null;null;null;null;null;Frankfurt (Main);4018118-2;Deutschland, Hessen;XA-DE-HE;null;null;null;null;null
IDD-379;null;null;null;null;ZV 31594;2213083;null;Sendbrief;Ein Sendbrieff (Sendbrief) von einer grosse meng der Juden, die lange zeyt mit unwonhafftigen Wüsten beschlossen unnd verborge(n) gewesen, yetzunder ... an tag kommen sein, dreyssig tag reyss von Hierusale(m) sich nider geschlagen (etc.);ff. [3];4°;Deutsch;Druckort und Drucker ermittelt von Dr. Claus, Gotha. Illustration;[1] Religious. [2] Political Tracts;null;null;Sendbrief;null;null;null;null;null;null;null;Strassburg;4057878-1;Frankreich;XA-FR;null;null;null;null;null
IDD-380;null;null;null;null;ZV 32059;2213248;null;Ein wunderbarlich geschichte. Wye dye merckischen Juden das hochwirdig Sacrament: gekaufft und zu martern sich understanden (USTC);Eyn wunderbarlich Geschichte, wye die Marckischen Jüdenn Das hochwirdigst Sacrament Gekaufft, und zcu Martern sich unterstanden: Durch ein höchgelarten Hern doctoren des thüns Gegrunt, kortzlich erlewtert. anno 1510.;ff. [5];4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu VD16 W 4593 und ZV 26067. Erkennungslesarten: 'Marckischen', 'hochwirdigst'""";Religious;null;null;Ein wunderbarlich geschichte. Wye dye merckischen Juden das hochwirdig Sacrament: gekaufft und zu martern sich understanden (USTC);null;null;null;null;null;null;null;Leipzig;4035206-7;Deutschland, Sachsen-Anhalt;XA-DE-SN;null;null;null;null;null
IDD-381;null;null;null;null;null;2507009;null;Wir Karl der fünfft thun kund, das hinfür inewig zeit kein Jud noch Jüdin weder auff ligende gu(e)ter zinß noch gült umb noch on wucher heimlich oder offentlich nichts leihen (25.06.1521);null;ff. [1];Einblattdruck;Deutsch;Signaturen []1;Ordinances and Edicts;Karl V.;118560093;Wir Karl der fünfft thun kund, das hinfür inewig zeit kein Jud noch Jüdin weder auff ligende gu(e)ter zinß noch gült umb noch on wucher heimlich oder offentlich nichts leihen (25.06.1521);null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
IDD-382;M30950;ip00275000;null;null;null;(1) 344883 = (2) 765552 ?;Schreckenberg III (1994) 561-562. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 14703;Judenfeind;Opuscula. Tractatus contra Iudaeos. Expositio canticorum ferialium. Expositio cantici Augustini super Te Deum laudamus. Expositio super cantica evangelica;ff. 56;2°;Latein;Darin: I) Tractatus contra Judaeos. II) Expositio canticorum ferialium. III) Expositio cantici Augustini super Te Deum laudamus. IV) Expositio super cantica evangelica;Religious;Jacobus Perez de Valentia;119348918;Opuscula;null;null;null;null;null;null;null;Valencia;4062284-8;Spanien;XA-ES;null;null;null;null;null
IDD-383;null;null;null;null;(1) P 2312 = (2) P 2313 = (3) P 2314 ?;(1) 664912 = (2) 669413 = (3) 664914 ?;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Opuscula;Ich bin ain buchlinn der Juden veindt ist mein namen. Ir schalckhait sag ich unnd wil mich des nit schamenn. Die lang zeyt verborgen gewest ist als ich thun bedeütenn das wil ich yetz offenbarn allen Cristen leüten dann ich bin mit yren Hebraischen schrifften wol v°wart. Und dem verkerten geschlecht die warhait nit gespart;ff. [13];4°;Deutsch;Lagenform: a4 b7. Angaben zur Kollatoion: VD16 P2313;Religious;Johannes Pfefferkorn;118848801;Judenfeind;null;null;null;null;null;null;null;Augsburg;4003614-5;Deutschland, Bayern;XA-DE-BY;null;null;null;null;null
IDD-384;null;null;null;null;(1) P 2291 = (2) P 2292 ?;(1) 665465 = (2) 665466 ?;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Osterbüchlein;In disem buchlein vindet yr ein entlichen furtrag. Wie die blinden Juden yr Ostern halten unnd besonderlich wie das Abentmal gessen wirt. Verer wurdt außgedruckt das die Juden ketzer seyn des Alten und Neuwen Testaments deßhalb sye schuldig seyn des gerichts nach dem gesetz Moysi;ff. [16];4°;Deutsch;Lagenform: A-D4. [VD16 P 2291 = P 2292 und USTC 665466 = 665465? siehe Druckdatum];Religious;Johannes Pfefferkorn;118848801;Osterbüchlein;null;null;null;null;null;null;null;Köln;4031483-2;Deutschland, Nordrhein-Westfalen;XA-DE-NW;null;null;null;null;null
IDD-385;M39840;is00108500;null;null;null;(1) 765177 = (2) 333700 ?;Schreckenberg III (1994) 391-393. USTC-Bibliographic References: Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 15496;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant. (2) Epistola contra Judaeorum errores, Tr: Alphonsus Boni Hominis. (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent.;Epistola contra Judaeorum errores (Spanish, from the Latein of Alphonsus Boni Hominis). Add: Pseudo- Pontius Pilatus: Epistola ad Tiberium (Spanish);ff. (34);4°;Latein;"Sammelwerk; daran: Pseudo- Pontius Pilatus: Epistola ad Tiberium";Religious;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;null;null;null;null;null;null;Zaragoza;4079463-5;Spanien;XA-ES;null;null;null;null;null
IDD-386;null;is00117200;null;null;null;(1) 766121 = (2) 333799 ?;Schreckenberg III (1994) 391-393. USTC-Bibliographic References: IBE: Biblioteca Nacional (Madrid). Catálogo general de incunables en bibliotecas españolas. Coordinado y dirigido por Francisco García Craviotto. 2 vols. Madrid, 1989-90. (Adiciones y correcciones. I-II, Madrid, 1991-94). 5030. Philobiblon, Reference: no. BETA manid 4437. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula, before 1601, Reference: no. 15497;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant. (2) Epistola contra Judaeorum errores, Tr: Alphonsus Boni Hominis. (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent.;null;null;4°;Spanisch;"Übersetzung ins Spanische; Sammelwerk, daran Pseudo- Pontius Pilatus: Epistola ad Tiberium, ebenfalls in Spanisch";Religious;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;null;null;null;null;null;null;Zaragoza;4079463-5;Spanien;XA-ES;null;null;null;null;null
IDD-387;null;null;null;null;null;null;Schöner (2002) 416-417, Nr. 78;Ezechiel spricht der Prophet (Schöner. Incipit);Ezechiel spricht der Prophet (Schöner. Incipit);ff. [1];Einblattdruck;Deutsch;Holzschnitt, Format 242 x 166. typographischer Text, 16 Reimpaarverse. Transkription bei Schöner (2002) 417, Nr. 78. Abb.: Schöner (2002) 274, nach: Geisberg-Strauß, HG. 1138.;null;null;null;Ezechiel spricht der Prophet (Schöner. Incipit);null;null;null;null;null;null;null;Nürnberg;4042742-0;Deutschland, Bayern;XA-DE-BY;null;null;null;null;null
IDD-388;null;null;null;null;null;null;Schöner (2002) 340, Nr. 16;Ablaßplakat mit den Arma Christi (Schöner. Incipit);Ablaßplakat mit den Arma Christi (Schöner. Incipit);ff. [1];Einblattdruck;Deutsch;Holzschnitt, koloriert. xylographischer Text, Prosa. Transkription bei Schöner (2002) 340, Nr. 16. Abb: Schöner (2002) 78, nach: Schreckenberg, Bildatlas, S. 203, Abb. 6.;null;null;null;Ablaßplakat mit den Arma Christi (Schöner. Incipit);null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
IDD-389;null;null;null;null;null;null;Schöner (2002) 340, Nr. 17;Christus im Verhör (Schöner. Incipit);Christus im Verhör (Schöner. Incipit);ff. [1];Einblattdruck;(Pseudo-)Hebräisch;"Holzschnitt, Format 98 x 82. xylographischer Text, Transliteration nach Schöner vielleicht ""bös"". Abb: Schöner (2002) 81, nach: Schreckenberg, S. 194, Abb. 20 [Angabe zu Band fehlt bei Schöner).";null;null;null;Christus im Verhör (Schöner. Incipit);null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
IDD-390;null;null;null;null;null;null;Schöner (2002) 339, Nr. 15;Christus an der Martersäule (Schöner. Incipit);Christus an der Martersäule (Schöner. Incipit);ff. [1];Einblattdruck;null;Holzschnitt, Format 128 x 125. Abb: Schöner (2002) 77, nach: Gustav Gugenbauer (Hrsg.), Inkunabeln der Graphik in den Klosterbibliotheken Ober-Österreichs und Salzburgs (= Einblattdrucke des fünfzehnten Jahrhunderts 36 [nicht 35 wie bei Schöner fälschlischerweise angegeben, hrsg. von Paul Heitz), Straßburg 1913, S. 38.;null;null;null;Christus an der Martersäule (Schöner. Incipit);null;null;null;null;null;null;null;Ulm;4061529-7;Deutschland, Baden-Württemberg;XA-DE-BW;null;null;null;null;null
IDD-391;null;null;null;null;null;null;Schöner (2002) 379, Nr. 55;Judensau (Schöner);Judensau (Schöner);ff. [1];Einblattdruck;Deutsch;Holzschnitt, Format 266 x 403. xylographischer Text. Transkription bei Schöner (2002) 379, Nr. 55. Abb: Schöner (2002) 195, nach: Isaiah Shachar, The Judensau. An Medieval Anti-Jewish Motif and itd History, London 1974, Pl. 30.;null;null;null;Judensau (Schöner);null;null;null;null;null;null;null;Oberdeutschland;4295365-0;Deutschland;XA-DE;null;null;null;null;null
IDD-392;9078;null;null;null;null;null;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. I. Sententiarum;null;null;Latein;"fragliche Auflage im GW, GW verweist auf H 6424, PA III 93.108, Denis 90. Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;Johannes Duns Scotus;118528165;(1) Quaestiones in quattuor libros Sententiarum (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;null;null;null;null;null;null;null;Venedig;4062501-1;Italien;XA-IT;null;null;null;null;null
IDD-393;null;null;null;null;null;null;Schöner (2002) 348-349, Nr. 28;Do tausent vierhundert unfundsibenczig jar (Schöner. Incipit);Do tausent vierhundert unfundsibenczig jar (Schöner. Incipit);ff. [1];Einblattdruck;Deutsch;Holzschnitt, Format 266 x 379. xylographischer Text, 50 Knittelferse, Transkription bei Schöner (2002) 348-349, Nr. 28. Abb: Schöner (2002) 121, nach: Georg Leidinger, Einzel-Holzschnitte des fu?nfzehnten Jahrhunderts in der KGL. Hof- und Staatsbibliothek Mu?nchen (= Einblattdrucke des fünfzehnten Jahrhunderts 11 [nicht 10 wie bei Schöner fälschlischerweise angegeben], hrsg. von Paul Heitz), Straßburg 1908, S. 45.;null;null;null;Do tausent vierhundert unfundsibenczig jar (Schöner. Incipit);null;null;null;null;null;null;null;Nürnberg;4042742-0;Deutschland, Bayern;XA-DE-BY;null;null;null;null;null
IDD-394;null;null;null;null;null;null;Schöner (2002) 394, Nr. 63;Nun wisset waß der wucher tuet (Schöner. Incipit);Nun wisset waß der wucher tuet (Schöner. Incipit);ff. [1];Einblattdruck;Deutsch;Holzschnitt. xylographischer Text. Transkription bei Schöner (2002) 394, Nr. 63. Abb: Schöner (2002) 218, nach: Schreckenberg, Bildatlas, S. 320, Abb. 1.;null;null;null;Nun wisset waß der wucher tuet (Schöner. Incipit);null;null;null;null;null;null;null;Mähren;4074432-2;Tschechischen, Mähren;XA-BE;null;null;null;null;null
